Accession (version),Accession,Old Family,Family
NC_018713.1,NC_018713,Flaviviridae,Flaviviridae
NC_010355.1,NC_010355,Unclassified,Siphoviridae
NC_036587.1,NC_036587,Alphaflexiviridae,Alphaflexiviridae
NC_022517.1,NC_022517,Retroviridae,Retroviridae
NC_015877.1,NC_015877,Spinareoviridae,Reoviridae
NC_015878.1,NC_015878,Spinareoviridae,Reoviridae
NC_015879.1,NC_015879,Spinareoviridae,Reoviridae
NC_015880.1,NC_015880,Spinareoviridae,Reoviridae
NC_015881.1,NC_015881,Spinareoviridae,Reoviridae
NC_015882.1,NC_015882,Spinareoviridae,Reoviridae
NC_015883.1,NC_015883,Spinareoviridae,Reoviridae
NC_015884.1,NC_015884,Spinareoviridae,Reoviridae
NC_015885.1,NC_015885,Spinareoviridae,Reoviridae
NC_015886.1,NC_015886,Spinareoviridae,Reoviridae
NC_009760.1,NC_009760,Unclassified,Myoviridae
NC_019487.1,NC_019487,Herelleviridae,Myoviridae
NC_031245.1,NC_031245,Unclassified,Myoviridae
NC_031039.1,NC_031039,Unclassified,Myoviridae
NC_031121.2,NC_031121,Salasmaviridae,Podoviridae
NC_019515.1,NC_019515,Unclassified,Myoviridae
NC_006557.1,NC_006557,Unclassified,Siphoviridae
NC_031024.1,NC_031024,Herelleviridae,Myoviridae
NC_029121.1,NC_029121,Herelleviridae,Myoviridae
NC_023501.1,NC_023501,Herelleviridae,Myoviridae
NC_018085.1,NC_018085,Unclassified,Siphoviridae
NC_031015.2,NC_031015,Salasmaviridae,Podoviridae
NC_031006.1,NC_031006,Herelleviridae,Myoviridae
NC_028944.1,NC_028944,Herelleviridae,Myoviridae
NC_031054.1,NC_031054,Herelleviridae,Myoviridae
NC_030920.1,NC_030920,Herelleviridae,Myoviridae
NC_024207.1,NC_024207,Herelleviridae,Myoviridae
NC_007814.1,NC_007814,Unclassified,Siphoviridae
NC_007458.1,NC_007458,Unclassified,Siphoviridae
NC_006945.1,NC_006945,Tectiviridae,Tectiviridae
NC_024205.1,NC_024205,Herelleviridae,Myoviridae
NC_027366.1,NC_027366,Herelleviridae,Myoviridae
NC_021336.1,NC_021336,Salasmaviridae,Podoviridae
NC_027374.1,NC_027374,Herelleviridae,Myoviridae
NC_031070.1,NC_031070,Herelleviridae,Myoviridae
NC_031037.1,NC_031037,Herelleviridae,Myoviridae
NC_031012.1,NC_031012,Herelleviridae,Myoviridae
NC_031049.1,NC_031049,Herelleviridae,Myoviridae
NC_028782.1,NC_028782,Unclassified,Podoviridae
NC_017976.1,NC_017976,Unclassified,Siphoviridae
NC_031055.1,NC_031055,Unclassified,Siphoviridae
NC_004167.1,NC_004167,Unclassified,Siphoviridae
NC_028886.1,NC_028886,Unclassified,Siphoviridae
NC_029008.1,NC_029008,Unclassified,Siphoviridae
NC_023599.1,NC_023599,Unclassified,Siphoviridae
NC_019502.1,NC_019502,Unclassified,Siphoviridae
NC_031100.1,NC_031100,Herelleviridae,Myoviridae
NC_020883.1,NC_020883,Unclassified,Siphoviridae
NC_031027.1,NC_031027,Herelleviridae,Myoviridae
NC_031034.1,NC_031034,Herelleviridae,Myoviridae
NC_030925.1,NC_030925,Herelleviridae,Myoviridae
NC_004166.2,NC_004166,Unclassified,Siphoviridae
NC_031032.1,NC_031032,Salasmaviridae,Podoviridae
NC_023007.1,NC_023007,Unclassified,Siphoviridae
NC_030904.1,NC_030904,Unclassified,Siphoviridae
NC_028748.2,NC_028748,Unclassified,Siphoviridae
NC_028789.1,NC_028789,Salasmaviridae,Podoviridae
NC_025424.1,NC_025424,Unclassified,Siphoviridae
NC_022094.1,NC_022094,Tectiviridae,Tectiviridae
NC_031116.1,NC_031116,Herelleviridae,Myoviridae
NC_029024.1,NC_029024,Unclassified,Siphoviridae
NC_020081.2,NC_020081,Herelleviridae,Myoviridae
NC_020478.1,NC_020478,Unclassified,Siphoviridae
NC_011523.1,NC_011523,Tectiviridae,Tectiviridae
NC_028887.1,NC_028887,Herelleviridae,Myoviridae
NC_004165.1,NC_004165,Salasmaviridae,Podoviridae
NC_018863.1,NC_018863,Herelleviridae,Myoviridae
NC_005258.1,NC_005258,Tectiviridae,Tectiviridae
NC_018856.1,NC_018856,Herelleviridae,Myoviridae
NC_020873.1,NC_020873,Herelleviridae,Myoviridae
NC_024137.1,NC_024137,Herelleviridae,Myoviridae
NC_018860.1,NC_018860,Herelleviridae,Myoviridae
NC_027355.1,NC_027355,Herelleviridae,Myoviridae
NC_022769.1,NC_022769,Herelleviridae,Myoviridae
NC_022773.1,NC_022773,Unclassified,Siphoviridae
NC_019912.1,NC_019912,Unclassified,Siphoviridae
NC_024792.1,NC_024792,Herelleviridae,Myoviridae
NC_018857.1,NC_018857,Herelleviridae,Myoviridae
NC_024216.1,NC_024216,Herelleviridae,Myoviridae
NC_022761.1,NC_022761,Herelleviridae,Myoviridae
NC_025423.1,NC_025423,Herelleviridae,Myoviridae
NC_020479.1,NC_020479,Unclassified,Siphoviridae
NC_031056.1,NC_031056,Herelleviridae,Myoviridae
NC_020477.1,NC_020477,Unclassified,Siphoviridae
NC_020480.1,NC_020480,Unclassified,Siphoviridae
NC_023719.1,NC_023719,Unclassified,Myoviridae
NC_002649.1,NC_002649,Salasmaviridae,Podoviridae
NC_022766.1,NC_022766,Unclassified,Siphoviridae
NC_022771.1,NC_022771,Herelleviridae,Myoviridae
NC_024213.1,NC_024213,Herelleviridae,Myoviridae
NC_011167.1,NC_011167,Unclassified,Siphoviridae
NC_027352.1,NC_027352,Herelleviridae,Myoviridae
NC_028982.1,NC_028982,Herelleviridae,Myoviridae
NC_024211.1,NC_024211,Herelleviridae,Myoviridae
NC_021856.1,NC_021856,Herelleviridae,Myoviridae
NC_022764.1,NC_022764,Unclassified,Podoviridae
NC_028926.1,NC_028926,Unclassified,Podoviridae
NC_027372.1,NC_027372,Unclassified,Podoviridae
NC_011048.1,NC_011048,Salasmaviridae,Podoviridae
NC_022770.1,NC_022770,Unclassified,Podoviridae
NC_027394.1,NC_027394,Unclassified,Podoviridae
NC_022765.1,NC_022765,Unclassified,Siphoviridae
NC_024788.1,NC_024788,Herelleviridae,Myoviridae
NC_028983.1,NC_028983,Herelleviridae,Myoviridae
NC_022774.1,NC_022774,Unclassified,Siphoviridae
NC_001884.1,NC_001884,Unclassified,Siphoviridae
NC_030903.1,NC_030903,Herelleviridae,Myoviridae
NC_011421.1,NC_011421,Herelleviridae,Myoviridae
NC_022763.1,NC_022763,Herelleviridae,Myoviridae
NC_028856.1,NC_028856,Unclassified,Siphoviridae
NC_022767.1,NC_022767,Unclassified,Siphoviridae
NC_028777.1,NC_028777,Unclassified,Siphoviridae
NC_011645.1,NC_011645,Unclassified,Siphoviridae
NC_022088.2,NC_022088,Herelleviridae,Myoviridae
NC_028890.1,NC_028890,Herelleviridae,Myoviridae
NC_007734.1,NC_007734,Unclassified,Siphoviridae
NC_016563.1,NC_016563,Herelleviridae,Myoviridae
NC_011551.1,NC_011551,Unclassified,Podoviridae
NC_028841.1,NC_028841,Unclassified,Siphoviridae
NC_016770.1,NC_016770,Unclassified,Siphoviridae
NC_011222.1,NC_011222,Unclassified,Siphoviridae
NC_012534.1,NC_012534,Flaviviridae,Flaviviridae
NC_034206.1,NC_034206,Picornaviridae,Picornaviridae
NC_024709.1,NC_024709,Tobaniviridae,Coronaviridae
NC_033725.1,NC_033725,Flaviviridae,Flaviviridae
NC_001642.1,NC_001642,Alphaflexiviridae,Alphaflexiviridae
NC_023850.1,NC_023850,Geminiviridae,Geminiviridae
NC_009745.1,NC_009745,Potyviridae,Potyviridae
NC_003473.1,NC_003473,Nanoviridae,Nanoviridae
NC_003474.1,NC_003474,Nanoviridae,Nanoviridae
NC_003475.1,NC_003475,Nanoviridae,Nanoviridae
NC_003476.1,NC_003476,Nanoviridae,Nanoviridae
NC_003477.1,NC_003477,Nanoviridae,Nanoviridae
NC_003479.1,NC_003479,Nanoviridae,Nanoviridae
NC_002729.1,NC_002729,Betaflexiviridae,Betaflexiviridae
NC_015506.1,NC_015506,Caulimoviridae,Caulimoviridae
NC_007002.1,NC_007002,Caulimoviridae,Caulimoviridae
NC_015507.1,NC_015507,Caulimoviridae,Caulimoviridae
NC_006955.1,NC_006955,Caulimoviridae,Caulimoviridae
NC_003381.1,NC_003381,Caulimoviridae,Caulimoviridae
NC_015502.1,NC_015502,Caulimoviridae,Caulimoviridae
NC_015503.1,NC_015503,Caulimoviridae,Caulimoviridae
NC_015504.1,NC_015504,Caulimoviridae,Caulimoviridae
NC_015505.1,NC_015505,Caulimoviridae,Caulimoviridae
NC_008018.1,NC_008018,Caulimoviridae,Caulimoviridae
NC_007003.1,NC_007003,Caulimoviridae,Caulimoviridae
NC_010107.1,NC_010107,Papillomaviridae,Papillomaviridae
NC_010817.1,NC_010817,Papillomaviridae,Papillomaviridae
NC_004198.1,NC_004198,Sedoreoviridae,Reoviridae
NC_004200.1,NC_004200,Sedoreoviridae,Reoviridae
NC_004201.1,NC_004201,Sedoreoviridae,Reoviridae
NC_004202.1,NC_004202,Sedoreoviridae,Reoviridae
NC_004203.1,NC_004203,Sedoreoviridae,Reoviridae
NC_004204.1,NC_004204,Sedoreoviridae,Reoviridae
NC_004211.1,NC_004211,Sedoreoviridae,Reoviridae
NC_004217.1,NC_004217,Sedoreoviridae,Reoviridae
NC_004218.1,NC_004218,Sedoreoviridae,Reoviridae
NC_004219.1,NC_004219,Sedoreoviridae,Reoviridae
NC_004220.1,NC_004220,Sedoreoviridae,Reoviridae
NC_004221.1,NC_004221,Sedoreoviridae,Reoviridae
NC_029054.2,NC_029054,Flaviviridae,Flaviviridae
NC_015399.1,NC_015399,Circoviridae,Circoviridae
NC_013458.1,NC_013458,Nodaviridae,Nodaviridae
NC_013459.1,NC_013459,Nodaviridae,Nodaviridae
NC_003482.1,NC_003482,Potyviridae,Potyviridae
NC_003483.1,NC_003483,Potyviridae,Potyviridae
NC_003469.1,NC_003469,Virgaviridae,Virgaviridae
NC_003478.1,NC_003478,Virgaviridae,Virgaviridae
NC_003481.1,NC_003481,Virgaviridae,Virgaviridae
NC_029906.1,NC_029906,Solemoviridae,Luteoviridae
NC_004666.1,NC_004666,Tombusviridae,Luteoviridae
NC_021481.1,NC_021481,Tombusviridae,Luteoviridae
NC_003680.1,NC_003680,Tombusviridae,Luteoviridae
NC_002160.2,NC_002160,Tombusviridae,Luteoviridae
NC_004750.1,NC_004750,Tombusviridae,Luteoviridae
NC_002990.1,NC_002990,Potyviridae,Potyviridae
NC_002991.1,NC_002991,Potyviridae,Potyviridae
NC_028244.1,NC_028244,Rhabdoviridae,Rhabdoviridae
NC_001786.1,NC_001786,Togaviridae,Togaviridae
NC_034535.1,NC_034535,Rhabdoviridae,Rhabdoviridae
NC_009741.1,NC_009741,Potyviridae,Potyviridae
NC_035758.1,NC_035758,Astroviridae,Astroviridae
NC_035471.1,NC_035471,Astroviridae,Astroviridae
NC_032484.1,NC_032484,Astroviridae,Astroviridae
NC_032426.1,NC_032426,Astroviridae,Astroviridae
NC_032423.1,NC_032423,Astroviridae,Astroviridae
NC_028045.1,NC_028045,Circoviridae,Circoviridae
NC_034547.1,NC_034547,Circoviridae,Circoviridae
NC_025792.1,NC_025792,Circoviridae,Circoviridae
NC_025791.1,NC_025791,Circoviridae,Circoviridae
NC_014929.1,NC_014929,Circoviridae,Circoviridae
NC_029300.1,NC_029300,Parvoviridae,Parvoviridae
NC_021206.1,NC_021206,Circoviridae,Circoviridae
NC_035799.1,NC_035799,Circoviridae,Circoviridae
NC_010437.1,NC_010437,Coronaviridae,Coronaviridae
NC_014470.1,NC_014470,Coronaviridae,Coronaviridae
NC_022103.1,NC_022103,Coronaviridae,Coronaviridae
NC_018871.1,NC_018871,Coronaviridae,Coronaviridae
NC_034440.1,NC_034440,Coronaviridae,Coronaviridae
NC_033819.1,NC_033819,Picornaviridae,Picornaviridae
NC_031947.1,NC_031947,Flaviviridae,Flaviviridae
NC_020881.1,NC_020881,Hepadnaviridae,Hepadnaviridae
NC_028366.1,NC_028366,Picornaviridae,Picornaviridae
NC_018382.1,NC_018382,Hepeviridae,Hepeviridae
NC_025217.1,NC_025217,Coronaviridae,Coronaviridae
NC_033823.1,NC_033823,Iflaviridae,Iflaviridae
NC_033818.1,NC_033818,Picornaviridae,Picornaviridae
NC_016895.2,NC_016895,Adenoviridae,Adenoviridae
NC_015932.1,NC_015932,Adenoviridae,Adenoviridae
NC_029898.1,NC_029898,Adenoviridae,Adenoviridae
NC_029902.1,NC_029902,Adenoviridae,Adenoviridae
NC_029899.1,NC_029899,Adenoviridae,Adenoviridae
NC_030860.1,NC_030860,Adenoviridae,Adenoviridae
NC_030874.1,NC_030874,Adenoviridae,Adenoviridae
NC_034626.1,NC_034626,Adenoviridae,Adenoviridae
NC_035072.1,NC_035072,Adenoviridae,Adenoviridae
NC_031948.1,NC_031948,Adenoviridae,Adenoviridae
NC_015940.1,NC_015940,Picornaviridae,Picornaviridae
NC_015941.1,NC_015941,Picornaviridae,Picornaviridae
NC_015934.1,NC_015934,Picornaviridae,Picornaviridae
NC_026766.1,NC_026766,Polyomaviridae,Polyomaviridae
NC_033820.1,NC_033820,Picornaviridae,Picornaviridae
NC_017936.1,NC_017936,Caliciviridae,Caliciviridae
NC_033776.1,NC_033776,Caliciviridae,Caliciviridae
NC_014765.1,NC_014765,Phycodnaviridae,Phycodnaviridae
NC_015721.1,NC_015721,Unclassified,Myoviridae
NC_019525.1,NC_019525,Unclassified,Myoviridae
NC_002643.1,NC_002643,Microviridae,Microviridae
NC_001944.1,NC_001944,Circoviridae,Circoviridae
NC_032111.1,NC_032111,Poxviridae,Poxviridae
NC_003504.1,NC_003504,Geminiviridae,Geminiviridae
NC_003505.1,NC_003505,Geminiviridae,Geminiviridae
NC_019568.1,NC_019568,Geminiviridae,Geminiviridae
NC_019569.1,NC_019569,Geminiviridae,Geminiviridae
NC_022003.1,NC_022003,Geminiviridae,Geminiviridae
NC_022005.1,NC_022005,Geminiviridae,Geminiviridae
NC_004047.1,NC_004047,Potyviridae,Potyviridae
NC_003397.1,NC_003397,Potyviridae,Potyviridae
NC_001930.1,NC_001930,Geminiviridae,Geminiviridae
NC_001931.1,NC_001931,Geminiviridae,Geminiviridae
NC_004042.1,NC_004042,Geminiviridae,Geminiviridae
NC_004043.1,NC_004043,Geminiviridae,Geminiviridae
NC_001438.1,NC_001438,Geminiviridae,Geminiviridae
NC_001439.1,NC_001439,Geminiviridae,Geminiviridae
NC_003369.1,NC_003369,Tombusviridae,Luteoviridae
NC_018070.1,NC_018070,Tospoviridae,Tospoviridae
NC_018071.1,NC_018071,Tospoviridae,Tospoviridae
NC_018072.1,NC_018072,Tospoviridae,Tospoviridae
NC_003495.1,NC_003495,Secoviridae,Secoviridae
NC_003496.1,NC_003496,Secoviridae,Secoviridae
NC_028139.1,NC_028139,Secoviridae,Secoviridae
NC_028146.1,NC_028146,Secoviridae,Secoviridae
NC_010560.1,NC_010560,Closteroviridae,Closteroviridae
NC_010561.1,NC_010561,Closteroviridae,Closteroviridae
NC_003493.2,NC_003493,Geminiviridae,Geminiviridae
NC_015487.1,NC_015487,Geminiviridae,Geminiviridae
NC_003492.1,NC_003492,Potyviridae,Potyviridae
NC_010255.1,NC_010255,Arenaviridae,Arenaviridae
NC_010256.1,NC_010256,Arenaviridae,Arenaviridae
NC_027429.1,NC_027429,Parvoviridae,Parvoviridae
NC_024151.1,NC_024151,Totiviridae,Totiviridae
NC_016962.1,NC_016962,Togaviridae,Togaviridae
NC_027631.1,NC_027631,Tymoviridae,Tymoviridae
NC_004452.3,NC_004452,Tombusviridae,Tombusviridae
NC_002766.1,NC_002766,Solemoviridae,Luteoviridae
NC_011556.1,NC_011556,Partitiviridae,Partitiviridae
NC_011557.1,NC_011557,Partitiviridae,Partitiviridae
NC_010417.1,NC_010417,Geminiviridae,Geminiviridae
NC_001412.1,NC_001412,Geminiviridae,Geminiviridae
NC_003491.1,NC_003491,Solemoviridae,Luteoviridae
NC_005304.1,NC_005304,Potyviridae,Potyviridae
NC_003513.1,NC_003513,Benyviridae,Benyviridae
NC_003514.1,NC_003514,Benyviridae,Benyviridae
NC_003515.1,NC_003515,Benyviridae,Benyviridae
NC_003516.1,NC_003516,Benyviridae,Benyviridae
NC_003517.1,NC_003517,Benyviridae,Benyviridae
NC_005209.2,NC_005209,Closteroviridae,Closteroviridae
NC_005210.2,NC_005210,Closteroviridae,Closteroviridae
NC_003693.1,NC_003693,Secoviridae,Secoviridae
NC_003694.1,NC_003694,Secoviridae,Secoviridae
NC_003518.1,NC_003518,Virgaviridae,Virgaviridae
NC_003519.1,NC_003519,Virgaviridae,Virgaviridae
NC_003520.1,NC_003520,Virgaviridae,Virgaviridae
NC_003510.1,NC_003510,Virgaviridae,Virgaviridae
NC_003511.1,NC_003511,Virgaviridae,Virgaviridae
NC_003512.1,NC_003512,Virgaviridae,Virgaviridae
NC_004756.1,NC_004756,Solemoviridae,Luteoviridae
NC_001598.1,NC_001598,Closteroviridae,Closteroviridae
NC_032476.1,NC_032476,Hypoviridae,Hypoviridae
NC_032616.1,NC_032616,Hypoviridae,Hypoviridae
NC_007803.1,NC_007803,Paramyxoviridae,Paramyxoviridae
NC_009642.1,NC_009642,Virgaviridae,Virgaviridae
NC_027915.1,NC_027915,Secoviridae,Secoviridae
NC_010646.1,NC_010646,Coronaviridae,Coronaviridae
NC_032405.1,NC_032405,Tombusviridae,Tombusviridae
NC_025358.1,NC_025358,Rhabdoviridae,Rhabdoviridae
NC_003045.1,NC_003045,Coronaviridae,Coronaviridae
NC_026011.1,NC_026011,Coronaviridae,Coronaviridae
NC_001531.1,NC_001531,Papillomaviridae,Papillomaviridae
NC_001596.1,NC_001596,Papillomaviridae,Papillomaviridae
NC_001591.1,NC_001591,Papillomaviridae,Papillomaviridae
NC_004500.1,NC_004500,Papillomaviridae,Papillomaviridae
NC_005134.2,NC_005134,Papillomaviridae,Papillomaviridae
NC_015691.1,NC_015691,Papillomaviridae,Papillomaviridae
NC_027140.1,NC_027140,Phenuiviridae,Phenuiviridae
NC_027141.1,NC_027141,Phenuiviridae,Phenuiviridae
NC_027142.1,NC_027142,Phenuiviridae,Phenuiviridae
NC_012041.1,NC_012041,Geminiviridae,Geminiviridae
NC_011919.1,NC_011919,Geminiviridae,Geminiviridae
NC_014845.1,NC_014845,Geminiviridae,Geminiviridae
NC_003418.1,NC_003418,Geminiviridae,Geminiviridae
NC_023014.1,NC_023014,Potyviridae,Potyviridae
NC_014325.1,NC_014325,Potyviridae,Potyviridae
NC_035184.1,NC_035184,Dicistroviridae,Dicistroviridae
NC_027921.1,NC_027921,Mitoviridae,Narnaviridae
NC_034514.1,NC_034514,Partitiviridae,Partitiviridae
NC_034524.1,NC_034524,Partitiviridae,Partitiviridae
NC_024894.1,NC_024894,Geminiviridae,Geminiviridae
NC_024895.1,NC_024895,Geminiviridae,Geminiviridae
NC_032112.1,NC_032112,Dicistroviridae,Dicistroviridae
NC_032115.1,NC_032115,Dicistroviridae,Dicistroviridae
NC_001411.2,NC_001411,Nodaviridae,Nodaviridae
NC_002037.1,NC_002037,Nodaviridae,Nodaviridae
NC_023299.1,NC_023299,Nanoviridae,Nanoviridae
NC_023300.1,NC_023300,Nanoviridae,Nanoviridae
NC_023301.1,NC_023301,Nanoviridae,Nanoviridae
NC_023302.1,NC_023302,Nanoviridae,Nanoviridae
NC_023304.1,NC_023304,Nanoviridae,Nanoviridae
NC_023305.1,NC_023305,Nanoviridae,Nanoviridae
NC_023306.1,NC_023306,Nanoviridae,Nanoviridae
NC_023307.1,NC_023307,Nanoviridae,Nanoviridae
NC_003784.1,NC_003784,Dicistroviridae,Dicistroviridae
NC_008182.1,NC_008182,Secoviridae,Secoviridae
NC_008183.1,NC_008183,Secoviridae,Secoviridae
NC_009890.1,NC_009890,Totiviridae,Totiviridae
NC_011553.1,NC_011553,Bromoviridae,Bromoviridae
NC_011554.1,NC_011554,Bromoviridae,Bromoviridae
NC_011555.2,NC_011555,Bromoviridae,Bromoviridae
NC_022072.1,NC_022072,Closteroviridae,Closteroviridae
NC_015706.1,NC_015706,Alphaflexiviridae,Alphaflexiviridae
NC_029303.1,NC_029303,Caulimoviridae,Caulimoviridae
NC_008558.1,NC_008558,Potyviridae,Potyviridae
NC_006962.2,NC_006962,Closteroviridae,Closteroviridae
NC_006963.2,NC_006963,Closteroviridae,Closteroviridae
NC_003502.1,NC_003502,Secoviridae,Secoviridae
NC_003509.1,NC_003509,Secoviridae,Secoviridae
NC_010837.1,NC_010837,Geminiviridae,Geminiviridae
NC_010838.1,NC_010838,Geminiviridae,Geminiviridae
NC_000936.1,NC_000936,Parvoviridae,Parvoviridae
NC_005041.2,NC_005041,Parvoviridae,Parvoviridae
NC_019035.1,NC_019035,Geminiviridae,Geminiviridae
NC_019036.1,NC_019036,Geminiviridae,Geminiviridae
NC_005982.1,NC_005982,Birnaviridae,Birnaviridae
NC_005983.1,NC_005983,Birnaviridae,Birnaviridae
NC_019415.1,NC_019415,Potyviridae,Potyviridae
NC_028462.1,NC_028462,Caulimoviridae,Caulimoviridae
NC_014593.1,NC_014593,Amalgaviridae,Amalgaviridae
NC_024476.1,NC_024476,Aspiviridae,Ophioviridae
NC_036634.1,NC_036634,Aspiviridae,Ophioviridae
NC_036635.1,NC_036635,Aspiviridae,Ophioviridae
NC_003138.2,NC_003138,Caulimoviridae,Caulimoviridae
NC_003499.1,NC_003499,Betaflexiviridae,Betaflexiviridae
NC_022250.1,NC_022250,Bromoviridae,Bromoviridae
NC_022251.1,NC_022251,Bromoviridae,Bromoviridae
NC_022252.1,NC_022252,Bromoviridae,Bromoviridae
NC_018519.1,NC_018519,Closteroviridae,Closteroviridae
NC_030445.1,NC_030445,Hepadnaviridae,Hepadnaviridae
NC_006007.1,NC_006007,Sedoreoviridae,Reoviridae
NC_006008.2,NC_006008,Sedoreoviridae,Reoviridae
NC_006010.1,NC_006010,Sedoreoviridae,Reoviridae
NC_006013.2,NC_006013,Sedoreoviridae,Reoviridae
NC_006014.1,NC_006014,Sedoreoviridae,Reoviridae
NC_006015.1,NC_006015,Sedoreoviridae,Reoviridae
NC_006022.1,NC_006022,Sedoreoviridae,Reoviridae
NC_006023.1,NC_006023,Sedoreoviridae,Reoviridae
NC_006024.2,NC_006024,Sedoreoviridae,Reoviridae
NC_006025.1,NC_006025,Sedoreoviridae,Reoviridae
NC_025251.1,NC_025251,Rhabdoviridae,Rhabdoviridae
NC_031079.1,NC_031079,Rhabdoviridae,Rhabdoviridae
NC_027713.1,NC_027713,Iflaviridae,Iflaviridae
NC_015524.1,NC_015524,Tymoviridae,Tymoviridae
NC_001962.1,NC_001962,Baculoviridae,Baculoviridae
NC_004142.1,NC_004142,Nodaviridae,Nodaviridae
NC_004145.1,NC_004145,Nodaviridae,Nodaviridae
NC_003679.1,NC_003679,Flaviviridae,Flaviviridae
NC_005357.1,NC_005357,Unclassified,Podoviridae
NC_030701.1,NC_030701,Bornaviridae,Bornaviridae
NC_030795.1,NC_030795,Papillomaviridae,Papillomaviridae
NC_030796.1,NC_030796,Papillomaviridae,Papillomaviridae
NC_030797.1,NC_030797,Papillomaviridae,Papillomaviridae
NC_030798.1,NC_030798,Papillomaviridae,Papillomaviridae
NC_030799.1,NC_030799,Papillomaviridae,Papillomaviridae
NC_030800.1,NC_030800,Papillomaviridae,Papillomaviridae
NC_030801.1,NC_030801,Papillomaviridae,Papillomaviridae
NC_001442.1,NC_001442,Polyomaviridae,Polyomaviridae
NC_031959.2,NC_031959,Parvoviridae,Parvoviridae
NC_034268.1,NC_034268,Chrysoviridae,Chrysoviridae
NC_034269.1,NC_034269,Chrysoviridae,Chrysoviridae
NC_034270.1,NC_034270,Chrysoviridae,Chrysoviridae
NC_034271.1,NC_034271,Chrysoviridae,Chrysoviridae
NC_025214.1,NC_025214,Totiviridae,Totiviridae
NC_033476.1,NC_033476,Polymycoviridae,Partitiviridae
NC_033477.1,NC_033477,Polymycoviridae,Partitiviridae
NC_033494.1,NC_033494,Polymycoviridae,Partitiviridae
NC_033495.1,NC_033495,Polymycoviridae,Partitiviridae
NC_033496.1,NC_033496,Polymycoviridae,Partitiviridae
NC_010349.1,NC_010349,Partitiviridae,Partitiviridae
NC_010350.1,NC_010350,Partitiviridae,Partitiviridae
NC_010351.1,NC_010351,Partitiviridae,Partitiviridae
NC_009224.1,NC_009224,Totiviridae,Totiviridae
NC_031752.1,NC_031752,Endornaviridae,Endornaviridae
NC_011372.2,NC_011372,Mitoviridae,Narnaviridae
NC_028471.1,NC_028471,Mitoviridae,Narnaviridae
NC_028472.1,NC_028472,Mitoviridae,Narnaviridae
NC_028474.1,NC_028474,Mitoviridae,Narnaviridae
NC_005132.1,NC_005132,Alphaflexiviridae,Alphaflexiviridae
NC_033693.1,NC_033693,Flaviviridae,Flaviviridae
NC_011592.1,NC_011592,Caulimoviridae,Caulimoviridae
NC_020074.1,NC_020074,Adenoviridae,Adenoviridae
NC_005261.3,NC_005261,Orthoherpesviridae,Herpesviridae
NC_023632.1,NC_023632,Astroviridae,Astroviridae
NC_023631.1,NC_023631,Astroviridae,Astroviridae
NC_023630.1,NC_023630,Astroviridae,Astroviridae
NC_023629.1,NC_023629,Astroviridae,Astroviridae
NC_024498.1,NC_024498,Astroviridae,Astroviridae
NC_024297.1,NC_024297,Astroviridae,Astroviridae
NC_002685.2,NC_002685,Adenoviridae,Adenoviridae
